2.818470259927968735e-01,-6.721408426582523021e-02,2.852272987785364200e-01,6.199148249707939762e-01,1.472490835245825247e+00,6.205037813052642903e-01
2.817979545381484874e-01,-6.733924938923599446e-02,2.846452585551330627e-01,6.172181288179405811e-01,1.474142645986076694e+00,6.177940186482459017e-01
2.817955464667949439e-01,-6.750213153941567179e-02,2.838035021974174565e-01,6.132826044093746543e-01,1.475510880521287094e+00,6.138838521902643119e-01
2.815945259311031235e-01,-6.777202886252756131e-02,2.828917834137134601e-01,6.074833711931781899e-01,1.476856038102143165e+00,6.114512488613613739e-01
2.815637526759834364e-01,-6.793687753323365830e-02,2.819938904716191019e-01,6.031400757686301572e-01,1.478392872624844978e+00,6.074820437314369936e-01
2.815151181270706404e-01,-6.812797175706267194e-02,2.810859047324517634e-01,5.989500150603576101e-01,1.480161215732972879e+00,6.037629374988126019e-01
2.814615304742101864e-01,-6.832632745016123388e-02,2.801169804835193511e-01,5.944980867971391136e-01,1.482122254330943800e+00,5.996812651833576258e-01
2.815804335946713310e-01,-6.844155685419908708e-02,2.790680796603719482e-01,5.906374041756323745e-01,1.483059109060330449e+00,5.946896566696108222e-01
2.813889200946927405e-01,-6.875463894024017031e-02,2.779521622543888459e-01,5.846934538126694614e-01,1.484802920749227706e+00,5.914997688304616252e-01
2.814306531191558269e-01,-6.896314470886025227e-02,2.768460616021515830e-01,5.803215107530683703e-01,1.486655970095050794e+00,5.860965348711784095e-01
2.813106054785793342e-01,-6.924037221978732171e-02,2.755833712450224682e-01,5.745421427248603718e-01,1.489416035079388578e+00,5.806762171689884289e-01
2.812173435612704830e-01,-6.949442940564024007e-02,2.743776620566670266e-01,5.693945416248037406e-01,1.491821420240858842e+00,5.759401860721754529e-01
2.810863137628670794e-01,-6.978466629574589519e-02,2.731095999223901449e-01,5.641208709698321000e-01,1.495577749142297685e+00,5.702209982744522732e-01
2.808367448451601911e-01,-7.012417319230548896e-02,2.717628730790739855e-01,5.580720494874275017e-01,1.499547288188708860e+00,5.649737667125795948e-01
2.803858239448012712e-01,-7.074997331303570225e-02,2.690270131161842104e-01,5.463965822073885148e-01,1.507137079604220942e+00,5.542465236975741005e-01
2.802966613424925368e-01,-7.101438276107177594e-02,2.676799932125983328e-01,5.412301567210997533e-01,1.509430676854594866e+00,5.491714541014380835e-01
2.799515991189865938e-01,-7.136468777963481114e-02,2.663877777729976026e-01,5.354202298193411202e-01,1.513130323934791521e+00,5.453802899884628852e-01
2.798313835411423423e-01,-7.156700418739128655e-02,2.651847093115503595e-01,5.308768361314539774e-01,1.516132238017964484e+00,5.410085020825100566e-01
2.795981152215990528e-01,-7.185019084372892828e-02,2.638884680582773146e-01,5.251545955501102370e-01,1.519259141498809251e+00,5.362594882102886817e-01
2.793207849032409706e-01,-7.209472642256067876e-02,2.627263138995147296e-01,5.197190696139536437e-01,1.521529909556180504e+00,5.334833633318655233e-01
2.791352492568529575e-01,-7.227007203217286624e-02,2.615759937198851026e-01,5.147166763654529298e-01,1.523446950050679094e+00,5.299407890065317428e-01
2.787705089969624295e-01,-7.251976442512778065e-02,2.604513923753049021e-01,5.087683912280799303e-01,1.526161947370101801e+00,5.268954174911275601e-01
2.784690687333745140e-01,-7.269580089870633643e-02,2.593545651565428156e-01,5.037438882854567979e-01,1.528294764616210610e+00,5.238565742205718578e-01
2.780538209820472284e-01,-7.293071288702959731e-02,2.582544137306774790e-01,4.983190591263865210e-01,1.532232227269831437e+00,5.199877100851176825e-01
2.775469362516141958e-01,-7.315556735255671073e-02,2.573512775678124531e-01,4.932047317611413240e-01,1.536470303341217924e+00,5.175848380409234784e-01
2.770605469347161565e-01,-7.330360297753538146e-02,2.564098250776690735e-01,4.881134330608709049e-01,1.539363180824651733e+00,5.153054231154677867e-01
2.766526014466873518e-01,-7.333397516254927528e-02,2.556791400296765104e-01,4.847595392673464954e-01,1.543007860421592881e+00,5.128946400367082603e-01
2.763163199927184399e-01,-7.336933986033825073e-02,2.547000824849148803e-01,4.803283885147999199e-01,1.544459890743703268e+00,5.105849888371284395e-01
